chrom	length	bases	mean	min	max
1	41732233	1580718426	37.88	0	30482
2	47849963	1628102383	34.03	0	12691
3	50382502	1674801225	33.24	0	14913
4	39677845	1381161071	34.81	0	12399
5	46702114	1666727276	35.69	0	27066
6	36371416	1360970737	37.42	0	48792
7	35460007	1675639545	47.25	0	44487
8	40988899	1268539287	30.95	0	22267
9	56381885	2262269024	40.12	0	14098
ML552055	47661	153669	3.22	0	59
ML552056	46909	1497927	31.93	0	255
ML552057	40232	5834897	145.03	0	2455
ML552058	28202	5043424	178.83	0	3999
ML552059	21634	1084126	50.11	0	1682
total	395731502	14512543017	36.67	0	48792
