chrom	length	bases	mean	min	max
1	41732233	1244138196	29.81	0	18862
2	47849963	1262339733	26.38	0	13933
3	50382502	1283739969	25.48	0	15259
4	39677845	1105517104	27.86	0	14017
5	46702114	1290448878	27.63	0	34031
6	36371416	957071556	26.31	0	15990
7	35460007	1230923437	34.71	0	26581
8	40988899	1012908718	24.71	0	14978
9	56381885	1824678525	32.36	0	15726
ML552055	47661	255471	5.36	0	39
ML552056	46909	751455	16.02	0	114
ML552057	40232	10867546	270.12	0	8035
ML552058	28202	2458485	87.17	0	1840
ML552059	21634	2295348	106.10	0	2413
total	395731502	11228394421	28.37	0	34031
