chrom	length	bases	mean	min	max
1	41732233	1498138411	35.90	0	29486
2	47849963	1470402889	30.73	0	24562
3	50382502	1528844094	30.34	0	25447
4	39677845	1299292894	32.75	0	27089
5	46702114	1464292524	31.35	0	24535
6	36371416	1232039697	33.87	0	29429
7	35460007	1359382409	38.34	0	26073
8	40988899	1115118778	27.21	0	25758
9	56381885	2355679340	41.78	0	27857
ML552055	47661	79948	1.68	0	27
ML552056	46909	679963	14.50	0	80
ML552057	40232	21269734	528.68	0	24263
ML552058	28202	2253193	79.89	0	1739
ML552059	21634	29274	1.35	0	107
total	395731502	13347503148	33.73	0	29486
