chrom	length	bases	mean	min	max
1	41732233	2468927240	59.16	0	28791
2	47849963	2190305890	45.77	0	5596
3	50382502	2427468712	48.18	0	16789
4	39677845	1801048571	45.39	0	5912
5	46702114	2296260892	49.17	0	30567
6	36371416	1873988460	51.52	0	45694
7	35460007	2291740870	64.63	0	33621
8	40988899	1730248732	42.21	0	10817
9	56381885	2781500864	49.33	0	10637
ML552055	47661	294802	6.19	0	46
ML552056	46909	2032707	43.33	0	342
ML552057	40232	7855924	195.27	0	2719
ML552058	28202	6531121	231.58	0	4156
ML552059	21634	1254239	57.98	0	1590
total	395731502	19879459024	50.23	0	45694
