chrom	length	bases	mean	min	max
1	41732233	1601202123	38.37	0	18142
2	47849963	1411429448	29.50	0	8094
3	50382502	1576887815	31.30	0	14226
4	39677845	1201329490	30.28	0	11375
5	46702114	1443950762	30.92	0	32205
6	36371416	1052637061	28.94	0	6483
7	35460007	1346692105	37.98	0	27051
8	40988899	1074798296	26.22	0	7371
9	56381885	1762695079	31.26	0	9052
ML552055	47661	278959	5.85	0	50
ML552056	46909	857728	18.28	0	122
ML552057	40232	19715257	490.04	0	16598
ML552058	28202	2075061	73.58	0	1312
ML552059	21634	37486	1.73	0	58
total	395731502	12494586670	31.57	0	32205
