chrom	length	bases	mean	min	max
1	41732233	1321320426	31.66	0	27819
2	47849963	1387562133	29.00	0	20433
3	50382502	1335486358	26.51	0	21487
4	39677845	1168594660	29.45	0	21004
5	46702114	1348402479	28.87	0	32606
6	36371416	1037206813	28.52	0	24577
7	35460007	1242401978	35.04	0	26874
8	40988899	1071174033	26.13	0	22137
9	56381885	2075704524	36.82	0	23371
ML552055	47661	95780	2.01	0	29
ML552056	46909	542625	11.57	0	82
ML552057	40232	3663942	91.07	0	1906
ML552058	28202	1907146	67.62	0	1483
ML552059	21634	990004	45.76	0	1530
total	395731502	11995052901	30.31	0	32606
