chrom	length	bases	mean	min	max
1	41732233	1646287853	39.45	0	27016
2	47849963	1570540501	32.82	0	27039
3	50382502	1702722269	33.80	0	27412
4	39677845	1430793666	36.06	0	27679
5	46702114	1614074077	34.56	0	27006
6	36371416	1304077087	35.85	0	31106
7	35460007	1605375704	45.27	0	27906
8	40988899	1176631056	28.71	0	28275
9	56381885	2608135955	46.26	0	30396
ML552055	47661	833406	17.49	0	71
ML552056	46909	735117	15.67	0	159
ML552057	40232	16563393	411.70	0	13641
ML552058	28202	5130022	181.90	0	3958
ML552059	21634	1144410	52.90	0	1120
total	395731502	14683044516	37.10	0	31106
