chrom	length	bases	mean	min	max
1	41732233	1414507167	33.89	0	29992
2	47849963	1397905145	29.21	0	19001
3	50382502	1429331536	28.37	0	19879
4	39677845	1242403599	31.31	0	19055
5	46702114	1447808885	31.00	0	26233
6	36371416	1214596578	33.39	0	45357
7	35460007	1357956982	38.30	0	39428
8	40988899	1163046581	28.37	0	20427
9	56381885	2160140577	38.31	0	21599
ML552055	47661	99517	2.09	0	31
ML552056	46909	1266349	27.00	0	242
ML552057	40232	4414173	109.72	0	2022
ML552058	28202	2700917	95.77	0	2152
ML552059	21634	996733	46.07	0	1531
total	395731502	12837174739	32.44	0	45357
