chrom	length	bases	mean	min	max
1	41732233	1828632728	43.82	0	36371
2	47849963	1785989653	37.32	0	31206
3	50382502	1761100398	34.95	0	29632
4	39677845	1606756296	40.50	0	35796
5	46702114	1877036320	40.19	0	42922
6	36371416	1410671004	38.79	0	38375
7	35460007	1776918330	50.11	0	32385
8	40988899	1452268772	35.43	0	33871
9	56381885	2947433607	52.28	0	37104
ML552055	47661	415307	8.71	0	88
ML552056	46909	919949	19.61	0	108
ML552057	40232	4570503	113.60	0	2319
ML552058	28202	3698994	131.16	0	2860
ML552059	21634	1119674	51.76	0	1672
total	395731502	16457531535	41.59	0	42922
