chrom	length	bases	mean	min	max
1	41732233	1672969214	40.09	0	39916
2	47849963	1678762033	35.08	0	20886
3	50382502	1702188692	33.79	0	20573
4	39677845	1473105728	37.13	0	21675
5	46702114	1739431522	37.25	0	32055
6	36371416	1420345621	39.05	0	45098
7	35460007	1622813371	45.76	0	21861
8	40988899	1435878402	35.03	0	21663
9	56381885	2540408568	45.06	0	22851
ML552055	47661	128121	2.69	0	38
ML552056	46909	1536027	32.74	0	329
ML552057	40232	11002864	273.49	0	7875
ML552058	28202	3664794	129.95	0	2258
ML552059	21634	1153271	53.31	0	1764
total	395731502	15303388228	38.67	0	45098
