chrom	length	bases	mean	min	max
1	41732233	1087563175	26.06	0	16918
2	47849963	1044338677	21.83	0	14129
3	50382502	1090425244	21.64	0	12438
4	39677845	835634763	21.06	0	6776
5	46702114	1045081262	22.38	0	13620
6	36371416	833974300	22.93	0	5220
7	35460007	1007274453	28.41	0	25249
8	40988899	725117509	17.69	0	5641
9	56381885	1222669721	21.69	0	6625
ML552055	47661	36109	0.76	0	14
ML552056	46909	465026	9.91	0	69
ML552057	40232	7793282	193.71	0	5567
ML552058	28202	2705369	95.93	0	1722
ML552059	21634	729573	33.72	0	617
total	395731502	8903808463	22.50	0	25249
