chrom	length	bases	mean	min	max
1	41732233	1262876296	30.26	0	25016
2	47849963	1270691277	26.56	0	24932
3	50382502	1304480274	25.89	0	26702
4	39677845	1138494879	28.69	0	26735
5	46702114	1265385738	27.09	0	24983
6	36371416	1038149370	28.54	0	29618
7	35460007	1200511060	33.86	0	27523
8	40988899	1114033921	27.18	0	26873
9	56381885	2104889687	37.33	0	28412
ML552055	47661	920424	19.31	0	51
ML552056	46909	755596	16.11	0	53
ML552057	40232	6755915	167.92	0	2082
ML552058	28202	2696674	95.62	0	2105
ML552059	21634	3375306	156.02	0	1542
total	395731502	11714016417	29.60	0	29618
