chrom	length	bases	mean	min	max
1	41732233	1242098886	29.76	0	24601
2	47849963	1273507758	26.61	0	20502
3	50382502	1233753885	24.49	0	21727
4	39677845	1090172674	27.48	0	21993
5	46702114	1252893686	26.83	0	22049
6	36371416	955733519	26.28	0	25483
7	35460007	1221831942	34.46	0	26301
8	40988899	989487394	24.14	0	22297
9	56381885	1980726446	35.13	0	23838
ML552055	47661	91580	1.92	0	29
ML552056	46909	1107281	23.60	0	217
ML552057	40232	3346049	83.17	0	1611
ML552058	28202	2853596	101.18	0	2300
ML552059	21634	846962	39.15	0	1299
total	395731502	11248451658	28.42	0	26301
