chrom	length	bases	mean	min	max
1	41732233	2105471988	50.45	0	29398
2	47849963	2337041812	48.84	0	31306
3	50382502	2240931794	44.48	0	16038
4	39677845	1867229858	47.06	0	10689
5	46702114	2235004922	47.86	0	41475
6	36371416	1644782891	45.22	0	23477
7	35460007	2176247153	61.37	0	38087
8	40988899	1793374957	43.75	0	19197
9	56381885	2847168242	50.50	0	11094
ML552055	47661	181917	3.82	0	83
ML552056	46909	2064015	44.00	0	355
ML552057	40232	8313106	206.63	0	3314
ML552058	28202	4558440	161.64	0	2710
ML552059	21634	1614109	74.61	0	1922
total	395731502	19263985204	48.68	0	41475
