chrom	length	bases	mean	min	max
1	41732233	1086222268	26.03	0	27551
2	47849963	1080375902	22.58	0	17311
3	50382502	1065320041	21.14	0	17683
4	39677845	952813447	24.01	0	20101
5	46702114	1151290269	24.65	0	17137
6	36371416	918969321	25.27	0	32952
7	35460007	1038732332	29.29	0	21280
8	40988899	896453067	21.87	0	18293
9	56381885	1702208031	30.19	0	19851
ML552055	47661	58240	1.22	0	17
ML552056	46909	626316	13.35	0	63
ML552057	40232	7967320	198.03	0	6333
ML552058	28202	1998205	70.85	0	1489
ML552059	21634	724421	33.49	0	1070
total	395731502	9903759180	25.03	0	32952
