chrom	length	bases	mean	min	max
1	41732233	1478886306	35.44	0	37700
2	47849963	1438892798	30.07	0	20592
3	50382502	1448509315	28.75	0	21747
4	39677845	1270816980	32.03	0	26225
5	46702114	1493107615	31.97	0	30526
6	36371416	1246342239	34.27	0	45492
7	35460007	1443612128	40.71	0	25784
8	40988899	1228865104	29.98	0	22182
9	56381885	2254859242	39.99	0	24022
ML552055	47661	231702	4.86	0	50
ML552056	46909	1079153	23.01	0	142
ML552057	40232	4661788	115.87	0	2346
ML552058	28202	3390197	120.21	0	2668
ML552059	21634	1149973	53.16	0	1657
total	395731502	13314404540	33.65	0	45492
