chrom	length	bases	mean	min	max
1	41732233	1249576618	29.94	0	27055
2	47849963	1200454788	25.09	0	26086
3	50382502	1200426800	23.83	0	28119
4	39677845	1107680681	27.92	0	28638
5	46702114	1249572699	26.76	0	26954
6	36371416	1037942662	28.54	0	32604
7	35460007	1187199695	33.48	0	27927
8	40988899	988525213	24.12	0	28256
9	56381885	2108848677	37.40	0	29876
ML552055	47661	207216	4.35	0	51
ML552056	46909	1099365	23.44	0	220
ML552057	40232	3247847	80.73	0	1575
ML552058	28202	2536933	89.96	0	1968
ML552059	21634	733383	33.90	0	1186
total	395731502	11338052577	28.65	0	32604
