chrom	length	bases	mean	min	max
1	41732233	2139506799	51.27	0	31606
2	47849963	1963722610	41.04	0	11200
3	50382502	2130611190	42.29	0	18558
4	39677845	1624531132	40.94	0	4762
5	46702114	2001013656	42.85	0	37964
6	36371416	1442675660	39.67	0	9579
7	35460007	1847688502	52.11	0	17830
8	40988899	1468325094	35.82	0	10167
9	56381885	2409063913	42.73	0	11870
ML552055	47661	406807	8.54	0	86
ML552056	46909	1145924	24.43	0	131
ML552057	40232	23289996	578.89	0	12442
ML552058	28202	3539395	125.50	0	2207
ML552059	21634	3603232	166.55	0	3962
total	395731502	17059123910	43.11	0	37964
