chrom	length	bases	mean	min	max
1	41732233	1881564217	45.09	0	47782
2	47849963	1856393252	38.80	0	28993
3	50382502	1879165051	37.30	0	29950
4	39677845	1648475377	41.55	0	32597
5	46702114	1891923729	40.51	0	28878
6	36371416	1545123361	42.48	0	44495
7	35460007	1646664618	46.44	0	30705
8	40988899	1499499392	36.58	0	30982
9	56381885	2924945831	51.88	0	32352
ML552055	47661	488652	10.25	0	71
ML552056	46909	1678864	35.79	0	312
ML552057	40232	34774335	864.35	0	31177
ML552058	28202	1591599	56.44	0	1292
ML552059	21634	1603652	74.13	0	1907
total	395731502	16813891930	42.49	0	47782
