chrom	length	bases	mean	min	max
1	41732233	1844955655	44.21	0	26883
2	47849963	1972227642	41.22	0	6055
3	50382502	1983855740	39.38	0	10245
4	39677845	1614688034	40.69	0	5956
5	46702114	1984504989	42.49	0	25862
6	36371416	1523692020	41.89	0	31246
7	35460007	1799863176	50.76	0	21993
8	40988899	1590879047	38.81	0	15182
9	56381885	2503909347	44.41	0	8419
ML552055	47661	257017	5.39	0	43
ML552056	46909	1326084	28.27	0	195
ML552057	40232	5042071	125.32	0	3061
ML552058	28202	3616869	128.25	0	2794
ML552059	21634	805295	37.22	0	1221
total	395731502	16829622986	42.53	0	31246
