chrom	length	bases	mean	min	max
1	41732233	1122623754	26.90	0	26193
2	47849963	1092633580	22.83	0	23637
3	50382502	1027463487	20.39	0	25133
4	39677845	964504561	24.31	0	24982
5	46702114	1104394206	23.65	0	23881
6	36371416	959209792	26.37	0	28252
7	35460007	994386548	28.04	0	25609
8	40988899	837464588	20.43	0	25281
9	56381885	1836943570	32.58	0	26853
ML552055	47661	80318	1.69	0	31
ML552056	46909	978641	20.86	0	214
ML552057	40232	2951509	73.36	0	1411
ML552058	28202	2187961	77.58	0	1675
ML552059	21634	761134	35.18	0	1150
total	395731502	9946583649	25.13	0	28252
