chrom	length	bases	mean	min	max
1	41732233	985033393	23.60	0	36638
2	47849963	1008053154	21.07	0	14894
3	50382502	981626960	19.48	0	13154
4	39677845	838163346	21.12	0	14900
5	46702114	984492193	21.08	0	17786
6	36371416	765970334	21.06	0	16388
7	35460007	1051132730	29.64	0	13576
8	40988899	795711807	19.41	0	14038
9	56381885	1451700933	25.75	0	14140
ML552055	47661	75989	1.59	0	34
ML552056	46909	880975	18.78	0	155
ML552057	40232	16993960	422.40	0	18347
ML552058	28202	4207843	149.20	0	3563
ML552059	21634	933812	43.16	0	1177
total	395731502	8884977429	22.45	0	36638
