chrom	length	bases	mean	min	max
1	41732233	1228792363	29.44	0	25036
2	47849963	1195916838	24.99	0	20656
3	50382502	1204542103	23.91	0	21875
4	39677845	1086344386	27.38	0	20896
5	46702114	1245497502	26.67	0	21506
6	36371416	1028186343	28.27	0	31225
7	35460007	1212584503	34.20	0	22305
8	40988899	987274064	24.09	0	22292
9	56381885	1946207357	34.52	0	23336
ML552055	47661	167400	3.51	0	34
ML552056	46909	788807	16.82	0	119
ML552057	40232	4507142	112.03	0	3090
ML552058	28202	3777965	133.96	0	2845
ML552059	21634	810560	37.47	0	1253
total	395731502	11145397333	28.16	0	31225
