chrom	length	bases	mean	min	max
1	41732233	1576334677	37.77	0	14629
2	47849963	1386733838	28.98	0	5689
3	50382502	1356044680	26.91	0	12265
4	39677845	1211153883	30.52	0	4609
5	46702114	1405122956	30.09	0	22045
6	36371416	1129400046	31.05	0	35460
7	35460007	1407333074	39.69	0	26520
8	40988899	1046973975	25.54	0	6779
9	56381885	1745423282	30.96	0	6544
ML552055	47661	320778	6.73	0	65
ML552056	46909	1011275	21.56	0	141
ML552057	40232	7636441	189.81	0	7030
ML552058	28202	3175744	112.61	0	2217
ML552059	21634	141645	6.55	0	171
total	395731502	12276806294	31.02	0	35460
