chrom	length	bases	mean	min	max
1	41732233	1780026145	42.65	0	27257
2	47849963	1846953398	38.60	0	7458
3	50382502	1889582647	37.50	0	16785
4	39677845	1551301719	39.10	0	8910
5	46702114	1886284714	40.39	0	34575
6	36371416	1404158039	38.61	0	12373
7	35460007	1807271697	50.97	0	40035
8	40988899	1558708800	38.03	0	17073
9	56381885	2385429049	42.31	0	15550
ML552055	47661	161247	3.38	0	64
ML552056	46909	1707058	36.39	0	288
ML552057	40232	7132576	177.29	0	2947
ML552058	28202	3090446	109.58	0	1632
ML552059	21634	1275930	58.98	0	1611
total	395731502	16123083465	40.74	0	40035
