chrom	length	bases	mean	min	max
1	41732233	1108405161	26.56	0	25479
2	47849963	1050137927	21.95	0	23073
3	50382502	1083197339	21.50	0	24576
4	39677845	978202680	24.65	0	24679
5	46702114	1109644576	23.76	0	24080
6	36371416	935922141	25.73	0	40151
7	35460007	1018545789	28.72	0	36441
8	40988899	854723392	20.85	0	25052
9	56381885	1856414122	32.93	0	26315
ML552055	47661	100189	2.10	0	44
ML552056	46909	944178	20.13	0	190
ML552057	40232	4379554	108.86	0	1682
ML552058	28202	1422422	50.44	0	1117
ML552059	21634	840026	38.83	0	1290
total	395731502	10002879496	25.28	0	40151
