chrom	length	bases	mean	min	max
1	41732233	3185812655	76.34	0	48968
2	47849963	3406293232	71.19	0	15317
3	50382502	3356558522	66.62	0	15967
4	39677845	2715430440	68.44	0	15488
5	46702114	3457377837	74.03	0	43321
6	36371416	2548727859	70.08	0	53793
7	35460007	2922646216	82.42	0	20486
8	40988899	2556207275	62.36	0	14812
9	56381885	4444710253	78.83	0	15689
ML552055	47661	726273	15.24	0	166
ML552056	46909	3177321	67.73	0	686
ML552057	40232	14510353	360.67	0	11750
ML552058	28202	4580010	162.40	0	3281
ML552059	21634	1544918	71.41	0	2297
total	395731502	28618303164	72.32	0	53793
