chrom	length	bases	mean	min	max
1	41732233	2737053058	65.59	0	42090
2	47849963	3000350805	62.70	0	40685
3	50382502	2885147027	57.26	0	25881
4	39677845	2396383196	60.40	0	26194
5	46702114	2842041268	60.85	0	36234
6	36371416	2395169791	65.85	0	28843
7	35460007	2682340729	75.64	0	44157
8	40988899	2368217080	57.78	0	26935
9	56381885	3922541576	69.57	0	27727
ML552055	47661	251918	5.29	0	105
ML552056	46909	2371458	50.55	0	501
ML552057	40232	10222681	254.09	0	4632
ML552058	28202	6591463	233.72	0	4696
ML552059	21634	2375301	109.79	0	3355
total	395731502	25251057351	63.81	0	44157
