chrom	length	bases	mean	min	max
1	41732233	1552342331	37.20	0	15498
2	47849963	1728656233	36.13	0	9143
3	50382502	1646091433	32.67	0	8723
4	39677845	1347621898	33.96	0	8535
5	46702114	1657550627	35.49	0	12876
6	36371416	1228427248	33.77	0	19641
7	35460007	1433567212	40.43	0	22480
8	40988899	1220066208	29.77	0	9407
9	56381885	2197522019	38.98	0	9828
ML552055	47661	160014	3.36	0	55
ML552056	46909	1703486	36.31	0	378
ML552057	40232	1941720	48.26	0	834
ML552058	28202	1922420	68.17	0	1362
ML552059	21634	376689	17.41	0	540
total	395731502	14017949538	35.42	0	22480
