chrom	length	bases	mean	min	max
1	41732233	1299468179	31.14	0	32392
2	47849963	1338694375	27.98	0	26651
3	50382502	1212613994	24.07	0	17669
4	39677845	1073270802	27.05	0	18534
5	46702114	1305558220	27.96	0	18310
6	36371416	1093211993	30.06	0	19329
7	35460007	1173060656	33.08	0	18198
8	40988899	948276431	23.13	0	18663
9	56381885	1945865823	34.51	0	19214
ML552055	47661	65777	1.38	0	32
ML552056	46909	822573	17.54	0	84
ML552057	40232	11083195	275.48	0	13069
ML552058	28202	1901359	67.42	0	1507
ML552059	21634	825313	38.15	0	1245
total	395731502	11404718690	28.82	0	32392
