chrom	length	bases	mean	min	max
1	41732233	1018066747	24.40	0	23397
2	47849963	948997974	19.83	0	23118
3	50382502	948889328	18.83	0	23553
4	39677845	897774363	22.63	0	27161
5	46702114	1003887512	21.50	0	25373
6	36371416	832927658	22.90	0	31049
7	35460007	940583898	26.53	0	24040
8	40988899	819430882	19.99	0	24813
9	56381885	1763583638	31.28	0	28458
ML552055	47661	63604	1.33	0	19
ML552056	46909	838239	17.87	0	166
ML552057	40232	2336762	58.08	0	1160
ML552058	28202	1819283	64.51	0	1433
ML552059	21634	561269	25.94	0	798
total	395731502	9179761157	23.20	0	31049
