chrom	length	bases	mean	min	max
1	41732233	1966575389	47.12	0	35256
2	47849963	2081381269	43.50	0	46499
3	50382502	2125561296	42.19	0	23661
4	39677845	1697472657	42.78	0	22752
5	46702114	2018827817	43.23	0	28200
6	36371416	1646595444	45.27	0	23964
7	35460007	1864724291	52.59	0	37822
8	40988899	1537540098	37.51	0	23528
9	56381885	2822772742	50.07	0	23512
ML552055	47661	102961	2.16	0	34
ML552056	46909	1359715	28.99	0	133
ML552057	40232	15106169	375.48	0	12629
ML552058	28202	5513295	195.49	0	3706
ML552059	21634	1634656	75.56	0	1334
total	395731502	17785167799	44.94	0	46499
