chrom	length	bases	mean	min	max
1	41732233	1196372922	28.67	0	22168
2	47849963	1215734040	25.41	0	19007
3	50382502	1265504087	25.12	0	14348
4	39677845	1024113899	25.81	0	15762
5	46702114	1194481608	25.58	0	18880
6	36371416	973646526	26.77	0	16616
7	35460007	1157356358	32.64	0	20861
8	40988899	880286257	21.48	0	14235
9	56381885	1728593167	30.66	0	15707
ML552055	47661	359001	7.53	0	25
ML552056	46909	731598	15.60	0	57
ML552057	40232	9792624	243.40	0	7477
ML552058	28202	3612420	128.09	0	2701
ML552059	21634	847660	39.18	0	846
total	395731502	10651432167	26.92	0	22168
