chrom	length	bases	mean	min	max
1	41732233	1541784858	36.94	0	15267
2	47849963	1649943399	34.48	0	20168
3	50382502	1502135679	29.81	0	16227
4	39677845	1309230963	33.00	0	13247
5	46702114	1571394980	33.65	0	16890
6	36371416	1349488317	37.10	0	15700
7	35460007	1412116726	39.82	0	32458
8	40988899	1185126925	28.91	0	13009
9	56381885	2071838599	36.75	0	14281
ML552055	47661	78433	1.65	0	28
ML552056	46909	1411413	30.09	0	258
ML552057	40232	4787576	119.00	0	2148
ML552058	28202	3976493	141.00	0	2883
ML552059	21634	1074123	49.65	0	1072
total	395731502	13604388484	34.38	0	32458
