chrom	length	bases	mean	min	max
1	41732233	1549325792	37.13	0	29409
2	47849963	1500872853	31.37	0	19528
3	50382502	1438866290	28.56	0	14183
4	39677845	1158155525	29.19	0	3874
5	46702114	1532578804	32.82	0	14333
6	36371416	1290590532	35.48	0	10171
7	35460007	1368626242	38.60	0	17651
8	40988899	1121631246	27.36	0	7000
9	56381885	1770569499	31.40	0	10158
ML552055	47661	112539	2.36	0	39
ML552056	46909	1005312	21.43	0	132
ML552057	40232	12228029	303.94	0	10891
ML552058	28202	2241285	79.47	0	1540
ML552059	21634	899310	41.57	0	1211
total	395731502	12747703258	32.21	0	29409
