chrom	length	bases	mean	min	max
1	41732233	1462487504	35.04	0	26774
2	47849963	1385035008	28.95	0	9652
3	50382502	1335593222	26.51	0	10019
4	39677845	1110550881	27.99	0	5529
5	46702114	1375299747	29.45	0	31085
6	36371416	1042925682	28.67	0	17388
7	35460007	1426105121	40.22	0	36867
8	40988899	1070557327	26.12	0	13509
9	56381885	1683094291	29.85	0	7552
ML552055	47661	234194	4.91	0	66
ML552056	46909	848494	18.09	0	74
ML552057	40232	6041727	150.17	0	6462
ML552058	28202	2921261	103.58	0	1424
ML552059	21634	121754	5.63	0	271
total	395731502	11901816213	30.08	0	36867
