chrom	length	bases	mean	min	max
1	41732233	1848904652	44.30	0	16219
2	47849963	1899456467	39.70	0	9607
3	50382502	1837124538	36.46	0	9589
4	39677845	1511998669	38.11	0	4396
5	46702114	1957844920	41.92	0	27048
6	36371416	1332436564	36.63	0	6660
7	35460007	1609878941	45.40	0	15823
8	40988899	1389611573	33.90	0	8785
9	56381885	2337670123	41.46	0	7669
ML552055	47661	374741	7.86	0	75
ML552056	46909	1359819	28.99	0	329
ML552057	40232	2875638	71.48	0	1621
ML552058	28202	3283023	116.41	0	1399
ML552059	21634	182028	8.41	0	233
total	395731502	15733001696	39.76	0	27048
