chrom	length	bases	mean	min	max
1	41732233	1482992792	35.54	0	38602
2	47849963	1537966354	32.14	0	27289
3	50382502	1485359260	29.48	0	27978
4	39677845	1315295225	33.15	0	29715
5	46702114	1503273541	32.19	0	27335
6	36371416	1197845090	32.93	0	33179
7	35460007	1485773000	41.90	0	30030
8	40988899	1150580469	28.07	0	28197
9	56381885	2407582073	42.70	0	30651
ML552055	47661	222208	4.66	0	48
ML552056	46909	1012720	21.59	0	174
ML552057	40232	18721920	465.35	0	18664
ML552058	28202	3630690	128.74	0	2865
ML552059	21634	1032717	47.74	0	1524
total	395731502	13591288059	34.34	0	38602
