chrom	length	bases	mean	min	max
1	41732233	2379154822	57.01	0	52918
2	47849963	2612861179	54.61	0	38273
3	50382502	2473739273	49.10	0	33054
4	39677845	2088520183	52.64	0	32039
5	46702114	2642109232	56.57	0	32534
6	36371416	2275418487	62.56	0	31752
7	35460007	2606804860	73.51	0	34769
8	40988899	2025460103	49.41	0	33640
9	56381885	3601028277	63.87	0	32491
ML552055	47661	166396	3.49	0	76
ML552056	46909	1305404	27.83	0	121
ML552057	40232	48836667	1213.88	0	41921
ML552058	28202	11980512	424.81	0	6489
ML552059	21634	2821672	130.43	0	2810
total	395731502	22770207067	57.54	0	52918
