chrom	length	bases	mean	min	max
1	41732233	1439577880	34.50	0	26870
2	47849963	1540775949	32.20	0	29180
3	50382502	1443677251	28.65	0	10867
4	39677845	1175639239	29.63	0	3496
5	46702114	1452155468	31.09	0	26140
6	36371416	1187495479	32.65	0	10581
7	35460007	1607020465	45.32	0	37401
8	40988899	1136286134	27.72	0	9129
9	56381885	1774210424	31.47	0	10407
ML552055	47661	417587	8.76	0	87
ML552056	46909	1033821	22.04	0	109
ML552057	40232	4605736	114.48	0	2029
ML552058	28202	5564879	197.32	0	3460
ML552059	21634	564208	26.08	0	704
total	395731502	12769024520	32.27	0	37401
