chrom	length	bases	mean	min	max
1	41732233	901831649	21.61	0	13352
2	47849963	986925838	20.63	0	22387
3	50382502	918224322	18.23	0	9805
4	39677845	786990806	19.83	0	4282
5	46702114	918078221	19.66	0	18910
6	36371416	703624329	19.35	0	9745
7	35460007	980282556	27.64	0	24387
8	40988899	698632068	17.04	0	5207
9	56381885	1158399061	20.55	0	4642
ML552055	47661	47281	0.99	0	20
ML552056	46909	647460	13.80	0	77
ML552057	40232	6016318	149.54	0	4771
ML552058	28202	3123990	110.77	0	2015
ML552059	21634	612150	28.30	0	471
total	395731502	8063436049	20.38	0	24387
