chrom	length	bases	mean	min	max
1	41732233	1606814422	38.50	0	34772
2	47849963	1740624177	36.38	0	29121
3	50382502	1708717983	33.91	0	23018
4	39677845	1454920932	36.67	0	22040
5	46702114	1714446197	36.71	0	50462
6	36371416	1229013924	33.79	0	23526
7	35460007	1582225335	44.62	0	25863
8	40988899	1281925968	31.27	0	20749
9	56381885	2416272580	42.86	0	22314
ML552055	47661	1260431	26.45	0	71
ML552056	46909	924722	19.71	0	111
ML552057	40232	38339985	952.97	0	33056
ML552058	28202	3161868	112.12	0	2334
ML552059	21634	185984	8.60	0	269
total	395731502	14778834508	37.35	0	50462
