chrom	length	bases	mean	min	max
1	41732233	1333381822	31.95	0	38256
2	47849963	1400901418	29.28	0	22607
3	50382502	1304603113	25.89	0	24311
4	39677845	1139911748	28.73	0	23731
5	46702114	1333751856	28.56	0	23028
6	36371416	1009695630	27.76	0	27173
7	35460007	1177485311	33.21	0	25151
8	40988899	1050048149	25.62	0	24827
9	56381885	2162760360	38.36	0	25992
ML552055	47661	56449	1.18	0	26
ML552056	46909	889480	18.96	0	131
ML552057	40232	20426158	507.71	0	25341
ML552058	28202	1700802	60.31	0	1354
ML552059	21634	997018	46.09	0	1208
total	395731502	11936609314	30.16	0	38256
