chrom	length	bases	mean	min	max
1	41732233	1421058451	34.05	0	19177
2	47849963	1518314533	31.73	0	30440
3	50382502	1526646874	30.30	0	18703
4	39677845	1244395124	31.36	0	19432
5	46702114	1462570827	31.32	0	19328
6	36371416	1176540218	32.35	0	22298
7	35460007	1406730222	39.67	0	28643
8	40988899	1046222763	25.52	0	19160
9	56381885	2070874173	36.73	0	20379
ML552055	47661	79954	1.68	0	21
ML552056	46909	1275279	27.19	0	255
ML552057	40232	6111914	151.92	0	4792
ML552058	28202	4439658	157.42	0	3698
ML552059	21634	946057	43.73	0	822
total	395731502	12886206047	32.56	0	30440
