chrom	length	bases	mean	min	max
1	41732233	619045237	14.83	0	23177
2	47849963	656858813	13.73	0	10842
3	50382502	630739020	12.52	0	8107
4	39677845	563245459	14.20	0	10393
5	46702114	619432513	13.26	0	10637
6	36371416	570714715	15.69	0	12031
7	35460007	576094261	16.25	0	16600
8	40988899	512768922	12.51	0	8336
9	56381885	933133011	16.55	0	9715
ML552055	47661	33765	0.71	0	13
ML552056	46909	647286	13.80	0	145
ML552057	40232	11567416	287.52	0	12925
ML552058	28202	1117011	39.61	0	749
ML552059	21634	600809	27.77	0	556
total	395731502	5695998238	14.39	0	23177
