chrom	length	bases	mean	min	max
1	41732233	1464570772	35.09	0	24238
2	47849963	1533556789	32.05	0	25248
3	50382502	1434945932	28.48	0	18524
4	39677845	1252173244	31.56	0	18021
5	46702114	1488215868	31.87	0	18010
6	36371416	1254161947	34.48	0	20844
7	35460007	1416758968	39.95	0	26523
8	40988899	1109546280	27.07	0	18839
9	56381885	2154887391	38.22	0	19982
ML552055	47661	129732	2.72	0	25
ML552056	46909	960127	20.47	0	107
ML552057	40232	8475085	210.66	0	8652
ML552058	28202	4044620	143.42	0	3154
ML552059	21634	1131290	52.29	0	1041
total	395731502	13123558045	33.16	0	26523
