chrom	length	bases	mean	min	max
1	41732233	1709974761	40.97	0	24617
2	47849963	1733048370	36.22	0	24587
3	50382502	1647338400	32.70	0	15731
4	39677845	1354874073	34.15	0	4331
5	46702114	1665278954	35.66	0	33203
6	36371416	1232672183	33.89	0	9997
7	35460007	1508881753	42.55	0	24596
8	40988899	1288136080	31.43	0	12285
9	56381885	2044019251	36.25	0	9468
ML552055	47661	514877	10.80	0	98
ML552056	46909	985477	21.01	0	178
ML552057	40232	2413494	59.99	0	1800
ML552058	28202	2400345	85.11	0	1530
ML552059	21634	187592	8.67	0	259
total	395731502	14190725610	35.86	0	33203
