chrom	length	bases	mean	min	max
1	41732233	1483830595	35.56	0	34225
2	47849963	1450088281	30.30	0	17714
3	50382502	1430495998	28.39	0	18857
4	39677845	1241793630	31.30	0	18743
5	46702114	1449275674	31.03	0	21662
6	36371416	1178335100	32.40	0	39931
7	35460007	1367523612	38.57	0	19251
8	40988899	1174304796	28.65	0	18975
9	56381885	2178001692	38.63	0	20089
ML552055	47661	190968	4.01	0	49
ML552056	46909	888122	18.93	0	112
ML552057	40232	16432931	408.45	0	21456
ML552058	28202	2999988	106.38	0	2438
ML552059	21634	1138659	52.63	0	1493
total	395731502	12975300046	32.79	0	39931
