chrom	length	bases	mean	min	max
1	41732233	1900604204	45.54	0	29360
2	47849963	1764439644	36.87	0	25953
3	50382502	1940991930	38.53	0	27052
4	39677845	1623951442	40.93	0	31757
5	46702114	1901082353	40.71	0	30929
6	36371416	1620505112	44.55	0	35152
7	35460007	1677315817	47.30	0	28081
8	40988899	1465658087	35.76	0	27869
9	56381885	2832171203	50.23	0	29740
ML552055	47661	88947	1.87	0	31
ML552056	46909	1706366	36.38	0	348
ML552057	40232	7318516	181.91	0	2213
ML552058	28202	4323474	153.30	0	3103
ML552059	21634	1248731	57.72	0	1127
total	395731502	16741405826	42.30	0	35152
