chrom	length	bases	mean	min	max
1	41732233	1507939712	36.13	0	29590
2	47849963	1474954339	30.82	0	17256
3	50382502	1490260125	29.58	0	19325
4	39677845	1281890721	32.31	0	20383
5	46702114	1504697023	32.22	0	20662
6	36371416	1218483965	33.50	0	23049
7	35460007	1604396233	45.25	0	25203
8	40988899	1185460525	28.92	0	20715
9	56381885	2184928705	38.75	0	19994
ML552055	47661	99998	2.10	0	32
ML552056	46909	1303491	27.79	0	272
ML552057	40232	4565989	113.49	0	2120
ML552058	28202	5874332	208.29	0	4562
ML552059	21634	987420	45.64	0	1367
total	395731502	13465842578	34.03	0	29590
