chrom	length	bases	mean	min	max
1	41732233	1409688168	33.78	0	18346
2	47849963	1480281641	30.94	0	14075
3	50382502	1487806194	29.53	0	17178
4	39677845	1267208763	31.94	0	13724
5	46702114	1522455682	32.60	0	35170
6	36371416	1141465229	31.38	0	16115
7	35460007	1416641102	39.95	0	27188
8	40988899	1169952599	28.54	0	14871
9	56381885	2078537729	36.87	0	16005
ML552055	47661	392211	8.23	0	51
ML552056	46909	960041	20.47	0	141
ML552057	40232	4807621	119.50	0	3436
ML552058	28202	4123770	146.22	0	3088
ML552059	21634	225095	10.40	0	327
total	395731502	12984545845	32.81	0	35170
