chrom	length	bases	mean	min	max
1	41732233	1559581435	37.37	0	22097
2	47849963	1704072736	35.61	0	30121
3	50382502	1756683295	34.87	0	17450
4	39677845	1411939969	35.59	0	18792
5	46702114	1705805627	36.53	0	37910
6	36371416	1281870878	35.24	0	20563
7	35460007	1630404504	45.98	0	25827
8	40988899	1240888651	30.27	0	18280
9	56381885	2402375760	42.61	0	19829
ML552055	47661	66052	1.39	0	27
ML552056	46909	1120586	23.89	0	186
ML552057	40232	22647744	562.93	0	27258
ML552058	28202	5278635	187.17	0	3827
ML552059	21634	923647	42.69	0	844
total	395731502	14723659519	37.21	0	37910
