chrom	length	bases	mean	min	max
1	41732233	1153744677	27.65	0	24664
2	47849963	1116420641	23.33	0	7653
3	50382502	1143360841	22.69	0	9759
4	39677845	977148238	24.63	0	7670
5	46702114	1157754258	24.79	0	22836
6	36371416	954216072	26.24	0	40113
7	35460007	1077869438	30.40	0	22342
8	40988899	926714442	22.61	0	12686
9	56381885	1523153340	27.01	0	8595
ML552055	47661	170902	3.59	0	33
ML552056	46909	755936	16.11	0	116
ML552057	40232	8564352	212.87	0	11421
ML552058	28202	2516266	89.22	0	1645
ML552059	21634	830908	38.41	0	1232
total	395731502	10043220311	25.38	0	40113
