chrom	length	bases	mean	min	max
1	41732233	1789738515	42.89	0	20533
2	47849963	1744791344	36.46	0	18927
3	50382502	1746951391	34.67	0	25553
4	39677845	1566745650	39.49	0	19143
5	46702114	1843958487	39.48	0	27197
6	36371416	1572711990	43.24	0	21044
7	35460007	1604616528	45.25	0	30051
8	40988899	1433313477	34.97	0	19984
9	56381885	2523712417	44.76	0	20719
ML552055	47661	109012	2.29	0	36
ML552056	46909	1635209	34.86	0	308
ML552057	40232	10441582	259.53	0	3223
ML552058	28202	2816833	99.88	0	2106
ML552059	21634	4988718	230.60	0	2280
total	395731502	15846531153	40.04	0	30051
