chrom	length	bases	mean	min	max
1	41732233	1083761093	25.97	0	26503
2	47849963	1059835338	22.15	0	26133
3	50382502	1018869671	20.22	0	28011
4	39677845	950500103	23.96	0	29735
5	46702114	1071400196	22.94	0	26253
6	36371416	826031938	22.71	0	32393
7	35460007	968126562	27.30	0	26284
8	40988899	834707546	20.36	0	28014
9	56381885	1874074814	33.24	0	29808
ML552055	47661	88963	1.87	0	34
ML552056	46909	927252	19.77	0	205
ML552057	40232	2252981	56.00	0	1110
ML552058	28202	1592827	56.48	0	1210
ML552059	21634	582861	26.94	0	881
total	395731502	9692752145	24.49	0	32393
