chrom	length	bases	mean	min	max
1	41732233	1394806782	33.42	0	22684
2	47849963	1443029256	30.16	0	17881
3	50382502	1384808713	27.49	0	14877
4	39677845	1216944029	30.67	0	12710
5	46702114	1455061288	31.16	0	21132
6	36371416	1151901254	31.67	0	14094
7	35460007	1446922278	40.80	0	24179
8	40988899	1023524909	24.97	0	13673
9	56381885	2007428065	35.60	0	14351
ML552055	47661	156188	3.28	0	35
ML552056	46909	949680	20.25	0	141
ML552057	40232	11401687	283.40	0	8072
ML552058	28202	5206391	184.61	0	4265
ML552059	21634	898065	41.51	0	777
total	395731502	12543038585	31.70	0	24179
