chrom	length	bases	mean	min	max
1	41732233	1493174110	35.78	0	27853
2	47849963	1348651607	28.19	0	4340
3	50382502	1376383204	27.32	0	13032
4	39677845	1135068457	28.61	0	8982
5	46702114	1467711793	31.43	0	27501
6	36371416	1232321696	33.88	0	11082
7	35460007	1343033809	37.87	0	13972
8	40988899	1075726730	26.24	0	8766
9	56381885	1746768839	30.98	0	11294
ML552055	47661	89118	1.87	0	30
ML552056	46909	679906	14.49	0	116
ML552057	40232	11623199	288.90	0	19717
ML552058	28202	3050169	108.15	0	1833
ML552059	21634	30311	1.40	0	56
total	395731502	12234312948	30.92	0	27853
