chrom	length	bases	mean	min	max
1	41732233	2248585929	53.88	0	30614
2	47849963	2029528098	42.41	0	4770
3	50382502	2059648857	40.88	0	13748
4	39677845	1673187201	42.17	0	5411
5	46702114	2097112329	44.90	0	31080
6	36371416	1659267765	45.62	0	38264
7	35460007	1962959419	55.36	0	30778
8	40988899	1679399798	40.97	0	14134
9	56381885	2564466790	45.48	0	11124
ML552055	47661	137941	2.89	0	47
ML552056	46909	1312710	27.98	0	190
ML552057	40232	18934751	470.64	0	20011
ML552058	28202	3186474	112.99	0	2021
ML552059	21634	1176483	54.38	0	1469
total	395731502	17998904545	45.48	0	38264
