chrom	length	bases	mean	min	max
1	41732233	2391447054	57.30	0	37120
2	47849963	2563490132	53.57	0	35743
3	50382502	2473919489	49.10	0	25659
4	39677845	2081043596	52.45	0	23057
5	46702114	2454941567	52.57	0	34684
6	36371416	1891622984	52.01	0	25975
7	35460007	2379497398	67.10	0	45688
8	40988899	2023041869	49.36	0	25259
9	56381885	3420716558	60.67	0	26194
ML552055	47661	1958464	41.09	0	137
ML552056	46909	2169982	46.26	0	444
ML552057	40232	8260225	205.31	0	3752
ML552058	28202	6535672	231.74	0	4131
ML552059	21634	1880264	86.91	0	2603
total	395731502	21700525254	54.84	0	45688
