chrom	length	bases	mean	min	max
1	41732233	1672344444	40.07	0	34491
2	47849963	1883748774	39.37	0	11874
3	50382502	1819329700	36.11	0	8322
4	39677845	1470644313	37.06	0	8976
5	46702114	1798762539	38.52	0	16863
6	36371416	1301633447	35.79	0	9883
7	35460007	1528944541	43.12	0	9731
8	40988899	1477573998	36.05	0	8944
9	56381885	2332866938	41.38	0	9600
ML552055	47661	1387323	29.11	0	113
ML552056	46909	1680296	35.82	0	391
ML552057	40232	15157933	376.76	0	16349
ML552058	28202	2220377	78.73	0	1608
ML552059	21634	740173	34.21	0	914
total	395731502	15307034796	38.68	0	34491
