chrom	length	bases	mean	min	max
1	41732233	1176133190	28.18	0	24454
2	47849963	1177282007	24.60	0	13684
3	50382502	1203266171	23.88	0	14970
4	39677845	1027052486	25.88	0	13665
5	46702114	1218356101	26.09	0	21356
6	36371416	1017343040	27.97	0	43305
7	35460007	1258474948	35.49	0	27918
8	40988899	976473881	23.82	0	17500
9	56381885	1759433829	31.21	0	15535
ML552055	47661	76315	1.60	0	25
ML552056	46909	1033238	22.03	0	195
ML552057	40232	3259904	81.03	0	1585
ML552058	28202	4116226	145.96	0	3327
ML552059	21634	793326	36.67	0	1238
total	395731502	10823094662	27.35	0	43305
