chrom	length	bases	mean	min	max
1	41732233	1405108208	33.67	0	28960
2	47849963	1380178338	28.84	0	22721
3	50382502	1394348616	27.68	0	23547
4	39677845	1249690682	31.50	0	25360
5	46702114	1439576967	30.82	0	26509
6	36371416	1205798757	33.15	0	42585
7	35460007	1356906791	38.27	0	28259
8	40988899	1192388970	29.09	0	24130
9	56381885	2232207366	39.59	0	25870
ML552055	47661	78031	1.64	0	23
ML552056	46909	871558	18.58	0	111
ML552057	40232	13397544	333.01	0	18722
ML552058	28202	2376238	84.26	0	1937
ML552059	21634	905535	41.86	0	1341
total	395731502	12873833601	32.53	0	42585
