chrom	length	bases	mean	min	max
1	41732233	2051355464	49.16	0	28902
2	47849963	1882144138	39.33	0	13179
3	50382502	2047391361	40.64	0	19711
4	39677845	1509967863	38.06	0	5575
5	46702114	1883092740	40.32	0	28881
6	36371416	1635202953	44.96	0	10233
7	35460007	1849875594	52.17	0	33082
8	40988899	1449832399	35.37	0	13374
9	56381885	2337956861	41.47	0	12302
ML552055	47661	116046	2.43	0	31
ML552056	46909	1744287	37.18	0	329
ML552057	40232	14222256	353.51	0	19303
ML552058	28202	4211588	149.34	0	2247
ML552059	21634	1183495	54.71	0	1423
total	395731502	16668297045	42.12	0	33082
