chrom	length	bases	mean	min	max
1	41732233	2368951591	56.77	0	29365
2	47849963	2441055767	51.01	0	31510
3	50382502	2295347524	45.56	0	18112
4	39677845	1871052711	47.16	0	5142
5	46702114	2300510112	49.26	0	33640
6	36371416	1885905174	51.85	0	51361
7	35460007	2126974525	59.98	0	42192
8	40988899	1929869690	47.08	0	14893
9	56381885	2829894801	50.19	0	9972
ML552055	47661	211746	4.44	0	71
ML552056	46909	2132766	45.47	0	373
ML552057	40232	8096282	201.24	0	3167
ML552058	28202	2752554	97.60	0	1482
ML552059	21634	1337440	61.82	0	1780
total	395731502	20064092683	50.70	0	51361
